t , It
0.0483 , 0.000410212350170540
0.048400000000000006 , -0.000282912628601292
0.0485 , -0.000965633042703140
0.048600000000000004 , -0.00163671330537863
0.0487 , -0.00229495893815240
0.0488 , -0.00293921840771372
0.0489 , -0.00356838484974009
0.049 , -0.00418139767777243
0.049100000000000005 , -0.00477724407551164
0.0492 , -0.00535496037116863
0.049300000000000004 , -0.00591363329275465
0.0494 , -0.00645240110345844
0.0495 , -0.00697045461651060
0.049600000000000005 , -0.00746703808918851
0.0497 , -0.00794144999586485
0.049800000000000004 , -0.00839304368024914
0.0499 , -0.00882122788721460
0.05 , -0.00922546717484067
0.050100000000000006 , -0.00960528220753563
0.0502 , -0.00996024993133188
0.050300000000000004 , -0.0102900036326708
0.0504 , -0.0105942328822096
0.0505 , -0.0108726833653957
0.0506 , -0.0111251566017578
0.0507 , -0.0113515095550606
0.050800000000000005 , -0.0115516541366617
0.0509 , -0.0117255566045896
0.051000000000000004 , -0.0118732368610434
0.0511 , -0.0119947676511729
0.0512 , -0.0120902736661678
0.051300000000000005 , -0.0121599305538267
0.0514 , -0.0122039638399244
0.051500000000000004 , -0.0122226477638278
0.0516 , -0.0122163040319361
0.0517 , -0.0121853004926347
0.051800000000000006 , -0.0121300497365631
0.0519 , -0.0120510076260900
0.052000000000000005 , -0.0119486717579794
0.0521 , -0.0118235798633107
0.0522 , -0.0116763081487836
0.0523 , -0.0115074695835998
0.0524 , -0.0113177121361647
0.052500000000000005 , -0.0111077169648926
0.0526 , -0.0108781965674327
0.052700000000000004 , -0.0106298928926533
0.0528 , -0.0103635754197403
0.0529 , -0.0100800392087657
0.053000000000000005 , -0.00978010292708143
0.0531 , -0.00946460685587982
0.053200000000000004 , -0.00913441088124022
0.0533 , -0.00879039247395235
0.0534 , -0.00843344466236789
0.053500000000000006 , -0.00806447400248689
0.0536 , -0.00768439854942965
0.053700000000000005 , -0.00729414583438529
0.0538 , -0.00689465085105715
0.0539 , -0.00648685405555007
0.054 , -0.00607169938356096
0.0541 , -0.00565013228864416
0.054200000000000005 , -0.00522309780522772
0.0543 , -0.00479153863995258
0.054400000000000004 , -0.00435639329480110
0.0545 , -0.00391859422536562
0.0546 , -0.00347906603749031
0.054700000000000006 , -0.00303872372539539
0.0548 , -0.00259847095426487
0.054900000000000004 , -0.00215919839014661
0.055 , -0.00172178207987705
0.0551 , -0.00128708188360337
0.055200000000000006 , -0.000855939962332665
0.0553 , -0.000429179322791702
0.055400000000000005 , -0.00000760242173258026
0.0555 , 0.000408010168331414
0.055600000000000004 , 0.000816901030127851
0.0557 , 0.00121833710768743
0.0558 , 0.00161161084594417
0.055900000000000005 , 0.00199604126250741
0.056 , 0.00237097495039635
0.056100000000000004 , 0.00273578701068494
0.0562 , 0.00308988191416157
0.0563 , 0.00343269429126500
0.056400000000000006 , 0.00376368964971329
0.0565 , 0.00408236501939746
0.056600000000000004 , 0.00438824952426540
0.0567 , 0.00468090488107213
0.0568 , 0.00495992582502458
0.056900000000000006 , 0.00522494046249414
0.057 , 0.00547561055111779
0.057100000000000005 , 0.00571163170775022
0.0572 , 0.00593273354486815
0.057300000000000004 , 0.00613867973616676
0.0574 , 0.00632926801221816
0.0575 , 0.00650433008719407
0.057600000000000005 , 0.00666373151777785
0.0577 , 0.00680737149551429
0.057800000000000004 , 0.00693518257396186
0.0579 , 0.00704713033212443
0.058 , 0.00714321297574909
0.058100000000000006 , 0.00722346087817814
0.0582 , 0.00728793606254372
0.058300000000000005 , 0.00733673162718557
0.0584 , 0.00736997111626145
0.0585 , 0.00738780783760297
0.058600000000000006 , 0.00739042412994682
0.0587 , 0.00737803058174416
0.058800000000000005 , 0.00735086520381774
0.0589 , 0.00730919255819730
0.059000000000000004 , 0.00725330284552007
0.0591 , 0.00718351095343276
0.0592 , 0.00710015546847616
0.059300000000000005 , 0.00700359765397233
0.0594 , 0.00689422039646719
0.059500000000000004 , 0.00677242712330900
0.0596 , 0.00663864069396538
0.0597 , 0.00649330226769701
0.059800000000000006 , 0.00633687015021794
0.0599 , 0.00616981862197689
0.060000000000000005 , 0.00599263675069405
0.0601 , 0.00580582719078278
0.060200000000000004 , 0.00560990497227417
0.0603 , 0.00540539628184723
0.0604 , 0.00519283723854613
0.060500000000000005 , 0.00497277266674032
0.0606 , 0.00474575486885243
0.060700000000000004 , 0.00451234240034370
0.0608 , 0.00427309884940694
0.0609 , 0.00402859162377219
0.061000000000000006 , 0.00377939074698241
0.0611 , 0.00352606766644338
0.061200000000000004 , 0.00326919407549575
0.0613 , 0.00300934075169673
0.0614 , 0.00274707641343509
0.061500000000000006 , 0.00248296659693601
0.0616 , 0.00221757255564155
0.061700000000000005 , 0.00195145018387914
0.0618 , 0.00168514896665453
0.061900000000000004 , 0.00141921095732594
0.062 , 0.00115416978483531
0.0621 , 0.000890549692088676
0.062200000000000005 , 0.000628864606992157
0.0623 , 0.000369617247562336
0.062400000000000004 , 0.000113298262440493
0.0625 , -0.000139614591949594
0.0626 , -0.000388657236453645
